	tu	genes
2434	TU1TQS1316	SAUSA300_RS12575
2435	TU1TQS1317	SAUSA300_RS12580
2437	TU1TQS1318	SAUSA300_RS12585
2436	TU1TQS1318	SAUSA300_RS12590
2438	TU1TQS1319	SAUSA300_RS12595
2439	TU1TQS1320	SAUSA300_RS12600
2440	TU1TQS1663	SAUSA300_RS12605
2441	TU1TQS1662	SAUSA300_RS12610
2442	TU1TQS1661	SAUSA300_RS12615
2443	TU1TQS1660	SAUSA300_RS12620
2445	TU1TQS1321	SAUSA300_RS12630
2444	TU1TQS1321	SAUSA300_RS12635
2447	TU1TQS1322	SAUSA300_RS12640
2446	TU1TQS1322	SAUSA300_RS12645
2449	TU1TQS1323	SAUSA300_RS12650
2450	TU1TQS1325	SAUSA300_RS12660
2452	TU1TQS1326	SAUSA300_RS12665
2451	TU1TQS1326	SAUSA300_RS12670
2454	TU1TQS1327	SAUSA300_RS12675
2453	TU1TQS1327	SAUSA300_RS12680
2455	TU1TQS1659	SAUSA300_RS12685
2456	TU1TQS1658	SAUSA300_RS12690
2458	TU1TQS1328	SAUSA300_RS12695
2457	TU1TQS1328	SAUSA300_RS12700
2459	TU1TQS1657	SAUSA300_RS12705
2460	TU1TQS1329	SAUSA300_RS12710
2462	TU1TQS1330	SAUSA300_RS12715
2461	TU1TQS1330	SAUSA300_RS12720
2463	TU1TQS1656	SAUSA300_RS12725
2464	TU1TQS1655	SAUSA300_RS12730
2465	TU1TQS1331	SAUSA300_RS12735
2467	TU1TQS1333	SAUSA300_RS12745
2466	TU1TQS1333	SAUSA300_RS12750
2469	TU1TQS1334	SAUSA300_RS12755
2468	TU1TQS1334	SAUSA300_RS12760
2471	TU1TQS1335	SAUSA300_RS12765
2470	TU1TQS1335	SAUSA300_RS12770
2472	TU1TQS1336	SAUSA300_RS12775
2473	TU1TQS1337	SAUSA300_RS12780
2474	TU1TQS1654	SAUSA300_RS12785
2475	TU1TQS1338	SAUSA300_RS12790
2476	TU1TQS1339	SAUSA300_RS12795
2477	TU1TQS1653	SAUSA300_RS12800
2478	TU1TQS1340	SAUSA300_RS12805
2480	TU1TQS1341	SAUSA300_RS12810
2479	TU1TQS1341	SAUSA300_RS12815
2481	TU1TQS1342	SAUSA300_RS12820
2482	TU1TQS1652	SAUSA300_RS12825
2483	TU1TQS1651	SAUSA300_RS12830
2484	TU1TQS1343	SAUSA300_RS12835
2485	TU1TQS1344	SAUSA300_RS12840
2486	TU1TQS1650	SAUSA300_RS12845
2487	TU1TQS1345	SAUSA300_RS12850
2488	TU1TQS1346	SAUSA300_RS12855
2489	TU1TQS1347	SAUSA300_RS12860
2490	TU1TQS1348	SAUSA300_RS12865
2491	TU1TQS1349	SAUSA300_RS12870
2492	TU1TQS1350	SAUSA300_RS12875
2493	TU1TQS1351	SAUSA300_RS12880
2494	TU1TQS1352	SAUSA300_RS12885
2495	TU1TQS1649	SAUSA300_RS12890
2496	TU1TQS1354	SAUSA300_RS12900
2501	TU1TQS1355	SAUSA300_RS12905
2500	TU1TQS1355	SAUSA300_RS12910
2499	TU1TQS1355	SAUSA300_RS12915
2498	TU1TQS1355	SAUSA300_RS12920
2497	TU1TQS1355	SAUSA300_RS12925
2503	TU1TQS1356	SAUSA300_RS12930
2502	TU1TQS1356	SAUSA300_RS12935
2506	TU1TQS1357	SAUSA300_RS12940
2505	TU1TQS1357	SAUSA300_RS12945
2504	TU1TQS1357	SAUSA300_RS12950
2507	TU1TQS1358	SAUSA300_RS12955
2508	TU1TQS1359	SAUSA300_RS12960
2509	TU1TQS1360	SAUSA300_RS12965
2510	TU1TQS1361	SAUSA300_RS12970
2511	TU1TQS1362	SAUSA300_RS12975
2512	TU1TQS1363	SAUSA300_RS12980
2514	TU1TQS1364	SAUSA300_RS12985
2513	TU1TQS1364	SAUSA300_RS12990
2517	TU1TQS1365	SAUSA300_RS12995
2516	TU1TQS1365	SAUSA300_RS13000
2515	TU1TQS1365	SAUSA300_RS13005
2518	TU1TQS1648	SAUSA300_RS13010
2521	TU1TQS1366	SAUSA300_RS13015
2520	TU1TQS1366	SAUSA300_RS13020
2519	TU1TQS1366	SAUSA300_RS13025
2523	TU1TQS1367	SAUSA300_RS13030
2522	TU1TQS1367	SAUSA300_RS13035
2524	TU1TQS1647	SAUSA300_RS13040
2525	TU1TQS1368	SAUSA300_RS13045
2526	TU1TQS1369	SAUSA300_RS13050
2527	TU1TQS1370	SAUSA300_RS13055
2528	TU1TQS1646	SAUSA300_RS13060
2529	TU1TQS1371	SAUSA300_RS13065
2530	TU1TQS1373	SAUSA300_RS13070
2532	TU1TQS1374	SAUSA300_RS13075
2531	TU1TQS1374	SAUSA300_RS13080
2535	TU1TQS1375	SAUSA300_RS13085
2534	TU1TQS1375	SAUSA300_RS13090
2533	TU1TQS1375	SAUSA300_RS13095
2537	TU1TQS1376	SAUSA300_RS13100
2536	TU1TQS1376	SAUSA300_RS13105
2538	TU1TQS1377	SAUSA300_RS13110
2540	TU1TQS1378	SAUSA300_RS13115
2539	TU1TQS1378	SAUSA300_RS13120
2542	TU1TQS1379	SAUSA300_RS13125
2541	TU1TQS1379	SAUSA300_RS13130
2544	TU1TQS1380	SAUSA300_RS13135
2543	TU1TQS1380	SAUSA300_RS13140
2545	TU1TQS1381	SAUSA300_RS13145
2546	TU1TQS1382	SAUSA300_RS13150
2547	TU1TQS1383	SAUSA300_RS13155
2548	TU1TQS1384	SAUSA300_RS13160
2549	TU1TQS1644	SAUSA300_RS13165
2550	TU1TQS1643	SAUSA300_RS13170
2551	TU1TQS1642	SAUSA300_RS13175
2552	TU1TQS1385	SAUSA300_RS13180
2553	TU1TQS1386	SAUSA300_RS13185
2555	TU1TQS1387	SAUSA300_RS13190
2554	TU1TQS1387	SAUSA300_RS13195
2556	TU1TQS1388	SAUSA300_RS13200
2557	TU1TQS1641	SAUSA300_RS13205
2558	TU1TQS1640	SAUSA300_RS13210
2559	TU1TQS1639	SAUSA300_RS13215
2560	TU1TQS1389	SAUSA300_RS13220
2561	TU1TQS1390	SAUSA300_RS13225
2565	TU1TQS1391	SAUSA300_RS13230
2564	TU1TQS1391	SAUSA300_RS13235
2563	TU1TQS1391	SAUSA300_RS13240
2562	TU1TQS1391	SAUSA300_RS13245
2566	TU1TQS1392	SAUSA300_RS13250
2567	TU1TQS1638	SAUSA300_RS13265
2568	TU1TQS1636	SAUSA300_RS13270
2569	TU1TQS1394	SAUSA300_RS13275
2571	TU1TQS1395	SAUSA300_RS13280
2570	TU1TQS1395	SAUSA300_RS13285
2572	TU1TQS1396	SAUSA300_RS13290
2574	TU1TQS1397	SAUSA300_RS13295
2573	TU1TQS1397	SAUSA300_RS13300
2575	TU1TQS1398	SAUSA300_RS13305
2576	TU1TQS1635	SAUSA300_RS13310
2577	TU1TQS1634	SAUSA300_RS13315
2578	TU1TQS1633	SAUSA300_RS13320
2584	TU1TQS1399	SAUSA300_RS13325
2583	TU1TQS1399	SAUSA300_RS13330
2582	TU1TQS1399	SAUSA300_RS13335
2581	TU1TQS1399	SAUSA300_RS13340
2580	TU1TQS1399	SAUSA300_RS13345
2579	TU1TQS1399	SAUSA300_RS13350
2587	TU1TQS1400	SAUSA300_RS13355
2586	TU1TQS1400	SAUSA300_RS13360
2585	TU1TQS1400	SAUSA300_RS13365
2588	TU1TQS1401	SAUSA300_RS13370
2589	TU1TQS1632	SAUSA300_RS13380
2590	TU1TQS1403	SAUSA300_RS13385
2592	TU1TQS1404	SAUSA300_RS13390
2591	TU1TQS1404	SAUSA300_RS13395
2593	TU1TQS1631	SAUSA300_RS13400
2594	TU1TQS1405	SAUSA300_RS13405
2595	TU1TQS1406	SAUSA300_RS13410
2597	TU1TQS1407	SAUSA300_RS13415
2596	TU1TQS1407	SAUSA300_RS13420
2598	TU1TQS1630	SAUSA300_RS13425
2599	TU1TQS1408	SAUSA300_RS13430
2603	TU1TQS1409	SAUSA300_RS13435
2602	TU1TQS1409	SAUSA300_RS13440
2601	TU1TQS1409	SAUSA300_RS13450
2600	TU1TQS1409	SAUSA300_RS13455
2604	TU1TQS1410	SAUSA300_RS13460
2606	TU1TQS1411	SAUSA300_RS13465
2605	TU1TQS1411	SAUSA300_RS13470
2607	TU1TQS1412	SAUSA300_RS13475
2608	TU1TQS1413	SAUSA300_RS13480
2609	TU1TQS1414	SAUSA300_RS13485
2611	TU1TQS1415	SAUSA300_RS13490
2610	TU1TQS1415	SAUSA300_RS13495
2612	TU1TQS1417	SAUSA300_RS13510
2613	TU1TQS1627	SAUSA300_RS13515
2614	TU1TQS1418	SAUSA300_RS13520
2615	TU1TQS1419	SAUSA300_RS13525
2617	TU1TQS1420	SAUSA300_RS13530
2616	TU1TQS1420	SAUSA300_RS13535
2619	TU1TQS1421	SAUSA300_RS13540
2618	TU1TQS1421	SAUSA300_RS13545
2621	TU1TQS1422	SAUSA300_RS13550
2620	TU1TQS1422	SAUSA300_RS13555
2622	TU1TQS1423	SAUSA300_RS13560
2623	TU1TQS1424	SAUSA300_RS13565
2624	TU1TQS1425	SAUSA300_RS13570
2625	TU1TQS1426	SAUSA300_RS13575
2626	TU1TQS1427	SAUSA300_RS13580
2627	TU1TQS1626	SAUSA300_RS13585
2630	TU1TQS1428	SAUSA300_RS13590
2629	TU1TQS1428	SAUSA300_RS13595
2628	TU1TQS1428	SAUSA300_RS13600
2632	TU1TQS1430	SAUSA300_RS13605
2631	TU1TQS1430	SAUSA300_RS13610
2634	TU1TQS1431	SAUSA300_RS13615
2633	TU1TQS1431	SAUSA300_RS13620
2635	TU1TQS1432	SAUSA300_RS13625
2637	TU1TQS1433	SAUSA300_RS13630
2636	TU1TQS1433	SAUSA300_RS13635
2638	TU1TQS1434	SAUSA300_RS13640
2639	TU1TQS1435	SAUSA300_RS13645
2640	TU1TQS1436	SAUSA300_RS13650
2641	TU1TQS1625	SAUSA300_RS13655
2642	TU1TQS1624	SAUSA300_RS13660
2643	TU1TQS1623	SAUSA300_RS13665
2645	TU1TQS1437	SAUSA300_RS13670
2644	TU1TQS1437	SAUSA300_RS13675
2646	TU1TQS1622	SAUSA300_RS13680
2647	TU1TQS1621	SAUSA300_RS13685
2648	TU1TQS1438	SAUSA300_RS13690
2652	TU1TQS1439	SAUSA300_RS13695
2651	TU1TQS1439	SAUSA300_RS13700
2650	TU1TQS1439	SAUSA300_RS13705
2649	TU1TQS1439	SAUSA300_RS13710
2653	TU1TQS1440	SAUSA300_RS13715
2654	TU1TQS1441	SAUSA300_RS13720
2655	TU1TQS1442	SAUSA300_RS13725
2656	TU1TQS1443	SAUSA300_RS13730
2657	TU1TQS1444	SAUSA300_RS13735
2658	TU1TQS1445	SAUSA300_RS13740
2659	TU1TQS1446	SAUSA300_RS13745
2661	TU1TQS1447	SAUSA300_RS13750
2660	TU1TQS1447	SAUSA300_RS13755
2662	TU1TQS1448	SAUSA300_RS13760
2663	TU1TQS1449	SAUSA300_RS13765
2664	TU1TQS1450	SAUSA300_RS13770
2665	TU1TQS1451	SAUSA300_RS13775
2666	TU1TQS1452	SAUSA300_RS13780
2667	TU1TQS1453	SAUSA300_RS13785
2668	TU1TQS1454	SAUSA300_RS13790
2669	TU1TQS1620	SAUSA300_RS13795
2670	TU1TQS1619	SAUSA300_RS13800
2671	TU1TQS1618	SAUSA300_RS13805
2674	TU1TQS1455	SAUSA300_RS13810
2673	TU1TQS1455	SAUSA300_RS13815
2672	TU1TQS1455	SAUSA300_RS13820
2675	TU1TQS1456	SAUSA300_RS13825
2676	TU1TQS1617	SAUSA300_RS13830
2677	TU1TQS1457	SAUSA300_RS13835
2678	TU1TQS1458	SAUSA300_RS13840
2679	TU1TQS1459	SAUSA300_RS13845
2680	TU1TQS1460	SAUSA300_RS13850
2681	TU1TQS1461	SAUSA300_RS13855
2682	TU1TQS1462	SAUSA300_RS13860
2684	TU1TQS1463	SAUSA300_RS13865
2683	TU1TQS1463	SAUSA300_RS13870
2689	TU1TQS1464	SAUSA300_RS13875
2688	TU1TQS1464	SAUSA300_RS13880
2687	TU1TQS1464	SAUSA300_RS13885
2686	TU1TQS1464	SAUSA300_RS13890
2685	TU1TQS1464	SAUSA300_RS13895
2690	TU1TQS1465	SAUSA300_RS13900
2691	TU1TQS1466	SAUSA300_RS13905
2692	TU1TQS1467	SAUSA300_RS13910
2693	TU1TQS1468	SAUSA300_RS13915
2694	TU1TQS1469	SAUSA300_RS13920
2695	TU1TQS1471	SAUSA300_RS13930
2696	TU1TQS1473	SAUSA300_RS13940
2699	TU1TQS1474	SAUSA300_RS13945
2698	TU1TQS1474	SAUSA300_RS13950
2697	TU1TQS1474	SAUSA300_RS13955
2701	TU1TQS1475	SAUSA300_RS13960
2700	TU1TQS1475	SAUSA300_RS13965
2703	TU1TQS1476	SAUSA300_RS13970
2702	TU1TQS1476	SAUSA300_RS13975
2704	TU1TQS1477	SAUSA300_RS13980
2706	TU1TQS1478	SAUSA300_RS13985
2705	TU1TQS1478	SAUSA300_RS13990
2709	TU1TQS1480	SAUSA300_RS13995
2708	TU1TQS1480	SAUSA300_RS14000
2707	TU1TQS1480	SAUSA300_RS14005
2710	TU1TQS1481	SAUSA300_RS14010
2711	TU1TQS1482	SAUSA300_RS14015
2712	TU1TQS1483	SAUSA300_RS14020
2713	TU1TQS1616	SAUSA300_RS14025
2714	TU1TQS1615	SAUSA300_RS14030
2715	TU1TQS1484	SAUSA300_RS14035
2716	TU1TQS1485	SAUSA300_RS14040
2717	TU1TQS1614	SAUSA300_RS14045
2720	TU1TQS1486	SAUSA300_RS14050
2719	TU1TQS1486	SAUSA300_RS14055
2718	TU1TQS1486	SAUSA300_RS14060
2721	TU1TQS1613	SAUSA300_RS14065
2722	TU1TQS1487	SAUSA300_RS14070
2723	TU1TQS1488	SAUSA300_RS14075
2724	TU1TQS1489	SAUSA300_RS14080
2725	TU1TQS1612	SAUSA300_RS14085
2726	TU1TQS1611	SAUSA300_RS14090
2727	TU1TQS1490	SAUSA300_RS14095
2728	TU1TQS1491	SAUSA300_RS14100
2729	TU1TQS1610	SAUSA300_RS14105
2730	TU1TQS1609	SAUSA300_RS14110
2731	TU1TQS1492	SAUSA300_RS14115
2732	TU1TQS1493	SAUSA300_RS14120
2733	TU1TQS1494	SAUSA300_RS14125
2734	TU1TQS1495	SAUSA300_RS14130
2735	TU1TQS1496	SAUSA300_RS14135
2736	TU1TQS1497	SAUSA300_RS14140
2737	TU1TQS1498	SAUSA300_RS14145
2738	TU1TQS1499	SAUSA300_RS14150
2739	TU1TQS1500	SAUSA300_RS14155
2740	TU1TQS1608	SAUSA300_RS14160
2741	TU1TQS1501	SAUSA300_RS14165
2743	TU1TQS1502	SAUSA300_RS14170
2742	TU1TQS1502	SAUSA300_RS14175
2744	TU1TQS1503	SAUSA300_RS14180
2745	TU1TQS1504	SAUSA300_RS14185
2746	TU1TQS1505	SAUSA300_RS14190
2747	TU1TQS1506	SAUSA300_RS14195
2748	TU1TQS1607	SAUSA300_RS14200
2750	TU1TQS1507	SAUSA300_RS14205
2749	TU1TQS1507	SAUSA300_RS14210
2751	TU1TQS1508	SAUSA300_RS14215
2753	TU1TQS1509	SAUSA300_RS14225
2752	TU1TQS1509	SAUSA300_RS14230
2756	TU1TQS1510	SAUSA300_RS14235
2755	TU1TQS1510	SAUSA300_RS14240
2754	TU1TQS1510	SAUSA300_RS14245
2757	TU1TQS1605	SAUSA300_RS14255
2758	TU1TQS1512	SAUSA300_RS14260
2759	TU1TQS1513	SAUSA300_RS14265
2760	TU1TQS1514	SAUSA300_RS14270
2761	TU1TQS1515	SAUSA300_RS14275
2763	TU1TQS1516	SAUSA300_RS14280
2762	TU1TQS1516	SAUSA300_RS14285
2765	TU1TQS1517	SAUSA300_RS14290
2764	TU1TQS1517	SAUSA300_RS14295
2767	TU1TQS1518	SAUSA300_RS14300
2766	TU1TQS1518	SAUSA300_RS14305
2768	TU1TQS1519	SAUSA300_RS14310
2769	TU1TQS1520	SAUSA300_RS14315
2770	TU1TQS1521	SAUSA300_RS14320
2771	TU1TQS1522	SAUSA300_RS14325
2773	TU1TQS1523	SAUSA300_RS14330
2772	TU1TQS1523	SAUSA300_RS14335
2774	TU1TQS1604	SAUSA300_RS14340
2775	TU1TQS1603	SAUSA300_RS14345
2776	TU1TQS1524	SAUSA300_RS14350
2777	TU1TQS1525	SAUSA300_RS14355
2781	TU1TQS1526	SAUSA300_RS14360
2780	TU1TQS1526	SAUSA300_RS14365
2779	TU1TQS1526	SAUSA300_RS14370
2778	TU1TQS1526	SAUSA300_RS14375
2784	TU1TQS1527	SAUSA300_RS14380
2783	TU1TQS1527	SAUSA300_RS14385
2782	TU1TQS1527	SAUSA300_RS14390
2785	TU1TQS1528	SAUSA300_RS14395
2786	TU1TQS1529	SAUSA300_RS14400
2788	TU1TQS1530	SAUSA300_RS14405
2787	TU1TQS1530	SAUSA300_RS14410
2789	TU1TQS1531	SAUSA300_RS14415
2790	TU1TQS1532	SAUSA300_RS14420
2792	TU1TQS1533	SAUSA300_RS14425
2791	TU1TQS1533	SAUSA300_RS14430
2795	TU1TQS1534	SAUSA300_RS14435
2794	TU1TQS1534	SAUSA300_RS14440
2793	TU1TQS1534	SAUSA300_RS14445
2796	TU1TQS1535	SAUSA300_RS14450
2800	TU1TQS1536	SAUSA300_RS14455
2799	TU1TQS1536	SAUSA300_RS14460
2798	TU1TQS1536	SAUSA300_RS14465
2797	TU1TQS1536	SAUSA300_RS14470
2801	TU1TQS1539	SAUSA300_RS14475
2810	TU1TQS1541	SAUSA300_RS14485
2809	TU1TQS1541	SAUSA300_RS14490
2808	TU1TQS1541	SAUSA300_RS14495
2807	TU1TQS1541	SAUSA300_RS14500
2806	TU1TQS1541	SAUSA300_RS14505
2805	TU1TQS1541	SAUSA300_RS14510
2804	TU1TQS1541	SAUSA300_RS14515
2803	TU1TQS1541	SAUSA300_RS14520
2802	TU1TQS1541	SAUSA300_RS14525
2811	TU1TQS1542	SAUSA300_RS14530
2812	TU1TQS1543	SAUSA300_RS14535
2814	TU1TQS1544	SAUSA300_RS14540
2813	TU1TQS1544	SAUSA300_RS14545
2816	TU1TQS1545	SAUSA300_RS14550
2815	TU1TQS1545	SAUSA300_RS14555
2817	TU1TQS1602	SAUSA300_RS14560
2818	TU1TQS1601	SAUSA300_RS14565
2819	TU1TQS1546	SAUSA300_RS14570
2820	TU1TQS1547	SAUSA300_RS14575
2822	TU1TQS1548	SAUSA300_RS14580
2821	TU1TQS1548	SAUSA300_RS14585
2823	TU1TQS1549	SAUSA300_RS14590
2824	TU1TQS1550	SAUSA300_RS14595
2825	TU1TQS1600	SAUSA300_RS14600
2826	TU1TQS1551	SAUSA300_RS14605
2827	TU1TQS1552	SAUSA300_RS14610
2828	TU1TQS1553	SAUSA300_RS14615
2829	TU1TQS1599	SAUSA300_RS14620
2831	TU1TQS1554	SAUSA300_RS14625
2830	TU1TQS1554	SAUSA300_RS14630
2832	TU1TQS1555	SAUSA300_RS14635
2833	TU1TQS1556	SAUSA300_RS14640
2834	TU1TQS1598	SAUSA300_RS14645
2835	TU1TQS1557	SAUSA300_RS14650
2837	TU1TQS1558	SAUSA300_RS14655
2838	TU1TQS1559	SAUSA300_RS14660
2839	TU1TQS1560	SAUSA300_RS14665
2840	TU1TQS1561	SAUSA300_RS14670
2841	TU1TQS1562	SAUSA300_RS14675
2843	TU1TQS1563	SAUSA300_RS14680
2842	TU1TQS1563	SAUSA300_RS14685
2844	TU1TQS1564	SAUSA300_RS14690
2845	TU1TQS1565	SAUSA300_RS14695
2846	TU1TQS1566	SAUSA300_RS14700
2847	TU1TQS1592	SAUSA300_RS14705
2848	TU1TQS1590	SAUSA300_RS14710
2849	TU1TQS1589	SAUSA300_RS14715
2850	TU1TQS1586	SAUSA300_RS14725
2851	TU1TQS1587	SAUSA300_RS14730
2852	TU1TQS1588	SAUSA300_RS14735
2853	TU1TQS1567	SAUSA300_RS14740
2854	TU1TQS1568	SAUSA300_RS14745
2855	TU1TQS1569	SAUSA300_RS14750
2858	TU1TQS1570	SAUSA300_RS14755
2857	TU1TQS1570	SAUSA300_RS14760
2859	TU1TQS1571	SAUSA300_RS14765
2860	TU1TQS1572	SAUSA300_RS14770
2861	TU1TQS1573	SAUSA300_RS14775
2862	TU1TQS1596	SAUSA300_RS14780
2864	TU1TQS1574	SAUSA300_RS14785
2863	TU1TQS1574	SAUSA300_RS14790
2873	TU1TQS1575	SAUSA300_RS14795
2872	TU1TQS1575	SAUSA300_RS14800
2871	TU1TQS1575	SAUSA300_RS14805
2870	TU1TQS1575	SAUSA300_RS14810
2869	TU1TQS1575	SAUSA300_RS14815
2868	TU1TQS1575	SAUSA300_RS14820
2867	TU1TQS1575	SAUSA300_RS14825
2866	TU1TQS1575	SAUSA300_RS14830
2865	TU1TQS1575	SAUSA300_RS14835
2875	TU1TQS1576	SAUSA300_RS14840
2874	TU1TQS1576	SAUSA300_RS14845
2877	TU1TQS1577	SAUSA300_RS14850
2876	TU1TQS1577	SAUSA300_RS14855
2878	TU1TQS1578	SAUSA300_RS14860
2879	TU1TQS1579	SAUSA300_RS14865
2880	TU1TQS1595	SAUSA300_RS14870
2881	TU1TQS1580	SAUSA300_RS14875
2882	TU1TQS1581	SAUSA300_RS14880
2885	TU1TQS1582	SAUSA300_RS14885
2884	TU1TQS1582	SAUSA300_RS14890
2883	TU1TQS1582	SAUSA300_RS14895
2886	TU1TQS1594	SAUSA300_RS14900
2887	TU1TQS1583	SAUSA300_RS14905
2888	TU1TQS1584	SAUSA300_RS14910
2890	TU1TQS1585	SAUSA300_RS14915
2889	TU1TQS1585	SAUSA300_RS14920
2891	TU1TQS1593	SAUSA300_RS14925
2892	TU1TQS1952	SAUSA300_RS14945
2893	TU1TQS1951	SAUSA300_RS14950
2894	TU1TQS15	SAUSA300_RS14955
2895	TU1TQS16	SAUSA300_RS14960
2896	TU1TQS1947	SAUSA300_RS14965
53	TU1TQS34	SAUSA300_RS14970
2897	TU1TQS37	SAUSA300_RS14975
2898	TU1TQS1943	SAUSA300_RS14980
2899	TU1TQS42	SAUSA300_RS14985
2900	TU1TQS51	SAUSA300_RS14990
2903	TU1TQS52	SAUSA300_RS14995
2904	TU1TQS53	SAUSA300_RS15000
2906	TU1TQS76	SAUSA300_RS15005
2907	TU1TQS1937	SAUSA300_RS15010
2910	TU1TQS98	SAUSA300_RS15015
2909	TU1TQS98	SAUSA300_RS15020
2908	TU1TQS98	SAUSA300_RS15025
2911	TU1TQS150	SAUSA300_RS15030
2913	TU1TQS152	SAUSA300_RS15035
2914	TU1TQS156	SAUSA300_RS15040
2915	TU1TQS176	SAUSA300_RS15045
2916	TU1TQS1921	SAUSA300_RS15050
2917	TU1TQS189	SAUSA300_RS15055
2922	TU1TQS202	SAUSA300_RS15060
2923	TU1TQS205	SAUSA300_RS15065
2925	TU1TQS208	SAUSA300_RS15070
2927	TU1TQS217	SAUSA300_RS15075
397	TU1TQS224	SAUSA300_RS15080
2928	TU1TQS1902	SAUSA300_RS15085
2929	TU1TQS1898	SAUSA300_RS15090
2930	TU1TQS1897	SAUSA300_RS15095
2931	TU1TQS260	SAUSA300_RS15100
2932	TU1TQS266	SAUSA300_RS15105
2933	TU1TQS1892	SAUSA300_RS15110
2934	TU1TQS304	SAUSA300_RS15115
2935	TU1TQS323	SAUSA300_RS15120
2936	TU1TQS1890	SAUSA300_RS15125
2937	TU1TQS1889	SAUSA300_RS15130
2938	TU1TQS358	SAUSA300_RS15135
604	TU1TQS360	SAUSA300_RS15140
2940	TU1TQS368	SAUSA300_RS15145
2939	TU1TQS368	SAUSA300_RS15150
2941	TU1TQS439	SAUSA300_RS15155
2943	TU1TQS441	SAUSA300_RS15160
741	TU1TQS444	SAUSA300_RS15165
2944	TU1TQS445	SAUSA300_RS15170
2945	TU1TQS449	SAUSA300_RS15175
2946	TU1TQS452	SAUSA300_RS15180
2947	TU1TQS470	SAUSA300_RS15185
2948	TU1TQS1873	SAUSA300_RS15190
2949	TU1TQS473	SAUSA300_RS15195
2950	TU1TQS477	SAUSA300_RS15200
2951	TU1TQS484	SAUSA300_RS15205
2952	TU1TQS508	SAUSA300_RS15210
843	TU1TQS513	SAUSA300_RS15215
849	TU1TQS515	SAUSA300_RS15220
2954	TU1TQS516	SAUSA300_RS15225
2953	TU1TQS516	SAUSA300_RS15230
2956	TU1TQS1862	SAUSA300_RS15235
2957	TU1TQS543	SAUSA300_RS15240
2958	TU1TQS544	SAUSA300_RS15245
2959	TU1TQS565	SAUSA300_RS15250
2960	TU1TQS584	SAUSA300_RS15255
2962	TU1TQS1848	SAUSA300_RS15260
2963	TU1TQS589	SAUSA300_RS15265
2964	TU1TQS1840	SAUSA300_RS15270
2965	TU1TQS1835	SAUSA300_RS15275
2966	TU1TQS633	SAUSA300_RS15280
2967	TU1TQS647	SAUSA300_RS15285
2968	TU1TQS1810	SAUSA300_RS15290
2969	TU1TQS1809	SAUSA300_RS15295
2970	TU1TQS734	SAUSA300_RS15300
2973	TU1TQS1795	SAUSA300_RS15305
1321	TU1TQS757	SAUSA300_RS15310
2974	TU1TQS1794	SAUSA300_RS15315
2975	TU1TQS1785	SAUSA300_RS15320
2976	TU1TQS774	SAUSA300_RS15325
2977	TU1TQS780	SAUSA300_RS15330
2978	TU1TQS794	SAUSA300_RS15335
2979	TU1TQS803	SAUSA300_RS15340
2980	TU1TQS1773	SAUSA300_RS15345
1532	TU1TQS847	SAUSA300_RS15350
1531	TU1TQS847	SAUSA300_RS15355
2981	TU1TQS1760	SAUSA300_RS15360
2982	TU1TQS1756	SAUSA300_RS15365
2983	TU1TQS913	SAUSA300_RS15370
2984	TU1TQS1753	SAUSA300_RS15375
2985	TU1TQS945	SAUSA300_RS15380
2986	TU1TQS984	SAUSA300_RS15385
1813	TU1TQS985	SAUSA300_RS15390
2987	TU1TQS992	SAUSA300_RS15395
2990	TU1TQS1002	SAUSA300_RS15400
2991	TU1TQS1018	SAUSA300_RS15405
1884	TU1TQS1029	SAUSA300_RS15410
2992	TU1TQS1727	SAUSA300_RS15415
2993	TU1TQS1034	SAUSA300_RS15420
2994	TU1TQS1042	SAUSA300_RS15425
2995	TU1TQS1724	SAUSA300_RS15430
2996	TU1TQS1053	SAUSA300_RS15435
2998	TU1TQS1058	SAUSA300_RS15440
2094	TU1TQS1131	SAUSA300_RS15500
2448	TU1TQS1322	SAUSA300_RS15565
2836	TU1TQS1557	SAUSA300_RS15670
2856	TU1TQS1569	SAUSA300_RS15685
